Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll,Angry,Disgusted,Fearful,Happy,Neutral,Sad,Surprised
00:00:02:52.866,68,0.0,0.0,0.0,0.0,0.0,0.02563544362783432,0.14506810903549194,0.0,0.0,0.0,0.0,0.0,0.02576850913465023,0.1452174037694931,0.026310792192816734,-0.00035613044747151434,0.028749313205480576,0.07992123812437057,0.00014211282541509718,0.24480105936527252,0.02456817775964737,0.004652685020118952,0.0005295223090797663,0.14707079529762268,0.14351843297481537,-0.0009443897288292646,0.000971897563431412,0.005283425562083721,0.0034753428772091866,0.040238603949546814,0.03523555397987366,0.00043705609277822077,0.005176913924515247,0.0015648000407963991,0.02645055577158928,0.0014376810286194086,0.0033225875813513994,0.3342914879322052,0.33018770813941956,0.1968689113855362,0.19591043889522552,-0.0007968001300469041,-0.0005684003117494285,0.5009081959724426,0.2799460291862488,0.28021448850631714,0.0007283448940142989,0.1060338243842125,0.11331545561552048,0.046476513147354126,0.06867983937263489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0934133529663086,0.8723797798156738,2.714851140975952,0.7447084188461304,10.504240036010742,2.996386766433716,4.928216934204102
00:00:02:52.883,68,0.0,0.0,0.0,0.0,0.0,0.028562672436237335,0.09912576526403427,0.0,0.0,0.0,0.0,0.0,0.02870897948741913,0.09928083419799805,0.030072396621108055,-0.00034913167473860085,0.03383224830031395,0.09383554756641388,-0.00012092009274056181,0.22196908295154572,0.0042546894401311874,0.003949891775846481,0.0005118924891576171,0.1644386351108551,0.15806011855602264,-0.0008081492851488292,0.0008568760822527111,0.005817929282784462,0.004123510792851448,0.03835735097527504,0.03261711075901985,0.00043768074829131365,0.004913471173495054,0.00024842488346621394,0.01994451694190502,0.002070848597213626,0.0036898748949170113,0.3765449821949005,0.37477076053619385,0.20831090211868286,0.2056676149368286,-0.0007688206387683749,-0.0005724437651224434,0.5087343454360962,0.2815474569797516,0.28177759051322937,0.0005702560301870108,0.11096924543380737,0.11583966016769409,0.049074091017246246,0.0662546306848526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1250240802764893,0.9767413139343262,2.713085174560547,0.7700471878051758,10.078435897827148,3.382382392883301,4.774465084075928
00:00:02:53.899,68,0.0,0.0,0.0,0.0,0.0,0.031983014196157455,0.08018393814563751,0.0,0.0,0.0,0.0,0.0,0.03213862329721451,0.08040942996740341,0.033828478306531906,-0.00038978218799456954,0.03779983893036842,0.09748581796884537,-0.0001882626092992723,0.2031775712966919,0.0006963661871850491,0.003519668010994792,0.0005303550278767943,0.18352264165878296,0.1755250096321106,-0.0006069262162782252,0.0007260311977006495,0.007665183395147324,0.00595118897035718,0.03987196087837219,0.03400314226746559,0.0003892719396390021,0.004707535728812218,0.00018125404312741011,0.01634424738585949,0.0026692694518715143,0.004122893325984478,0.38797369599342346,0.3877260982990265,0.21144914627075195,0.20852811634540558,-0.0007606065482832491,-0.0006420399295166135,0.5045359134674072,0.27774110436439514,0.2779535949230194,0.000510816927999258,0.11618073284626007,0.11974868923425674,0.04915695637464523,0.06456881016492844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08892822265625,0.945152997970581,2.875460147857666,0.786461353302002,9.568140029907227,3.5557072162628174,5.074913501739502
00:00:02:54.916,68,0.0,0.0,0.0,0.0,0.0,0.03500758111476898,0.05506570637226105,0.0,0.0,0.0,0.0,0.0,0.03514586761593819,0.05534466356039047,0.03566891700029373,-0.00037311448249965906,0.04058682546019554,0.0926113873720169,-6.125524669187143e-05,0.18662375211715698,0.000715120229870081,0.003394092433154583,0.0005701974150724709,0.19426456093788147,0.1840347796678543,-0.0005661535542458296,0.0007682970026507974,0.009079731069505215,0.00747798103839159,0.03983255475759506,0.03457823768258095,0.000430474552558735,0.0047461604699492455,0.00012751926260534674,0.01505904458463192,0.0024699238128960133,0.0038119640666991472,0.37200042605400085,0.3739030361175537,0.2101704627275467,0.20671874284744263,-0.0006687098648399115,-0.0006224151002243161,0.48682495951652527,0.2580304443836212,0.25822553038597107,0.0004710395878646523,0.11829111725091934,0.12090872973203659,0.051325373351573944,0.0653771162033081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05971622467041,0.9722203016281128,2.7915542125701904,0.783165693283081,9.381969451904297,3.6820709705352783,5.223622798919678
00:00:02:55.933,68,0.0,0.0,0.0,0.0,0.0,0.03914163261651993,0.029872871935367584,0.0,0.0,0.0,0.0,0.0,0.03924742341041565,0.03013337217271328,0.03607862442731857,-0.0003924538323190063,0.042419906705617905,0.0896967351436615,-0.0001364888303214684,0.1729281097650528,0.0006594578153453767,0.0030593383125960827,0.000616359175182879,0.1881949007511139,0.1770966351032257,-0.0007131213205866516,0.0006685760454274714,0.01021620724350214,0.008796652778983116,0.03930887579917908,0.03549932315945625,0.00036461735726334155,0.004537426866590977,-1.4698021004733164e-05,0.014026990160346031,0.002646510023623705,0.003893932793289423,0.3516792356967926,0.3539755344390869,0.1964377462863922,0.19325540959835052,-0.0010173940099775791,-0.0009962745243683457,0.46083781123161316,0.23643076419830322,0.23662076890468597,0.0004589279415085912,0.11087669432163239,0.11305871605873108,0.04952803626656532,0.061836324632167816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0485987663269043,1.019261360168457,2.7594809532165527,0.7619837522506714,9.51810073852539,3.76373028755188,5.082851409912109
00:00:02:57.950,68,0.0,0.0,0.0,0.0,0.0,0.041480131447315216,0.019017735496163368,0.0,0.0,0.0,0.0,0.0,0.0415763221681118,0.019164614379405975,0.03590294346213341,-0.0003683766699396074,0.043095022439956665,0.09287278354167938,-0.00017382398073095828,0.16005177795886993,0.0007940081413835287,0.0037415572442114353,0.000538827502168715,0.1670156717300415,0.15543092787265778,-0.0006994163850322366,0.0007630112813785672,0.011557290330529213,0.010228533297777176,0.038462188094854355,0.03432459756731987,0.0002380278310738504,0.004591556265950203,-6.933998520253226e-05,0.012672105804085732,0.002907949034124613,0.004011831246316433,0.3275439739227295,0.3292602300643921,0.1645723134279251,0.16091030836105347,-0.0009339219541288912,-0.0007701797876507044,0.44205841422080994,0.2220669388771057,0.2222646176815033,0.0004833694256376475,0.09874680638313293,0.09989575296640396,0.03698984906077385,0.04619533196091652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9445569515228271,1.0048552751541138,2.7278363704681396,0.7754324674606323,9.739616394042969,3.398897409439087,5.2739715576171875
00:00:02:58.966,68,0.0,0.0,0.0,0.0,0.0,0.04323878884315491,-0.0002145095932064578,0.0,0.0,0.0,0.0,0.0,0.04329274222254753,-0.0001763624750310555,0.03558182343840599,-0.00035565064172260463,0.04208939149975777,0.10170456767082214,1.8453449229127727e-05,0.1418285220861435,0.0008647803333587945,0.004462031647562981,0.0005050626932643354,0.13736028969287872,0.12457460165023804,-0.0007400932954624295,0.0008994779200293124,0.012831245549023151,0.011207247152924538,0.03849572688341141,0.03195333108305931,0.00015931543020997196,0.00490051694214344,-0.00023305934155359864,0.009035484865307808,0.0029541966505348682,0.0038200211711227894,0.29447290301322937,0.29467833042144775,0.1065898910164833,0.1019148901104927,-0.0008100664708763361,-0.0005487443413585424,0.4380005896091461,0.22045157849788666,0.22065994143486023,0.0005019904929213226,0.08593402802944183,0.08469424396753311,0.017732230946421623,0.02126787230372429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8866026401519775,1.0219792127609253,2.5883963108062744,0.7885836362838745,9.58935546875,3.4648282527923584,5.509072303771973
00:00:02:59.983,68,0.0,0.0,0.0,0.0,0.0,0.04433925449848175,-0.0008395703625865281,0.0,0.0,0.0,0.0,0.0,0.044392455369234085,-0.0008254004060290754,0.036435291171073914,-0.00038707078783772886,0.03512663021683693,0.11376972496509552,0.025620542466640472,0.10922694206237793,0.001440791180357337,0.004684673622250557,0.0003952935803681612,0.10872408747673035,0.0975215807557106,-0.0008366680121980608,0.0010763374157249928,0.015011237002909184,0.013231472112238407,0.04342297464609146,0.0319935642182827,0.00019801226153504103,0.0065144323743879795,-0.000677337171509862,0.0020234098192304373,0.003082523588091135,0.0037191815208643675,0.23955555260181427,0.2381138652563095,0.03786449506878853,0.033820100128650665,-0.0007971227169036865,-0.0005032230983488262,0.45448067784309387,0.2307918220758438,0.23101919889450073,0.0005162488087080419,0.0773761048913002,0.07529746741056442,0.0021212128922343254,0.0001836828887462616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8152679204940796,1.0492510795593262,2.4129483699798584,0.8212878704071045,9.492328643798828,3.752685785293579,5.618358612060547
00:00:03:00.000,68,0.0,0.0,0.0,0.0,0.0,0.045398879796266556,-0.0008102162973955274,0.0,0.0,0.0,0.0,0.0,0.04551226645708084,-0.0006732256151735783,0.0355399027466774,-0.0004405553627293557,0.02234511449933052,0.12227171659469604,0.08856256306171417,0.06147519126534462,0.007780836429446936,0.005204928573220968,0.00041985246934928,0.0888790637254715,0.08075512200593948,-0.0007370954845100641,0.0011122026480734348,0.01827709749341011,0.016439586877822876,0.05444904789328575,0.03537973016500473,0.005480900872498751,0.01573317125439644,-0.0008116484968923032,-0.00020703837799374014,0.0027728467248380184,0.0033924668096005917,0.1874462515115738,0.1853848248720169,0.00278037553653121,0.0010737335542216897,-0.0008489757892675698,-0.0005304600344970822,0.48008590936660767,0.2541170120239258,0.2543625831604004,0.00047894110321067274,0.0713379979133606,0.07106521725654602,0.0007206695736385882,-0.0007254500524140894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7444422245025635,1.0533486604690552,2.392364740371704,0.828101634979248,9.343948364257812,4.08981990814209,5.582580089569092
00:00:03:00.016,68,0.0,0.0,0.0,0.0,0.0,0.04893811047077179,-0.000761047238484025,0.0,0.0,0.0,0.0,0.0,0.049102649092674255,-0.0005294615984894335,0.036554526537656784,-0.00041258931742049754,0.010200350545346737,0.13917049765586853,0.14083519577980042,0.03025563433766365,0.019867628812789917,0.006845714524388313,0.00042886962182819843,0.0712621659040451,0.0657917708158493,-0.0006698684301227331,0.0010061640059575438,0.024480417370796204,0.022779226303100586,0.07136320322751999,0.04371562972664833,0.02655589021742344,0.03432794287800789,-0.0007690395577810705,-0.0004757647111546248,0.002608929295092821,0.0032745737116783857,0.17451335489749908,0.16896896064281464,0.00013695546658709645,-0.0004153328773099929,-0.0008733051945455372,-0.000540940323844552,0.5116986632347107,0.2913517653942108,0.2916264832019806,0.0005607314524240792,0.07028910517692566,0.07082114368677139,0.0006227194680832326,-0.0008824671967886388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.618637204170227,1.0644761323928833,2.470113754272461,0.8703573942184448,9.298540115356445,4.481561183929443,5.255395412445068
00:00:03:01.033,68,0.0,0.0,0.0,0.0,0.0,0.05383073166012764,-0.000808277924079448,0.0,0.0,0.0,0.0,0.0,0.05402709171175957,-0.00047215886297635734,0.039336755871772766,-0.0003116615116596222,0.0032471877057105303,0.15937918424606323,0.17137713730335236,0.01761898398399353,0.028078392148017883,0.008428799919784069,0.0004403451457619667,0.059837959706783295,0.0563332661986351,-0.0006419452838599682,0.0009855714160948992,0.030259525403380394,0.0285252146422863,0.0863138735294342,0.05198600888252258,0.04381827265024185,0.05045974254608154,-0.0008131940849125385,-0.0006272022146731615,0.00224533979780972,0.0030201440677046776,0.18158210813999176,0.17381462454795837,-0.0004179584211669862,-0.0005232125404290855,-0.0009122777264565229,-0.000617406505625695,0.5536504983901978,0.3380952477455139,0.3383873999118805,0.0007351453532464802,0.07067795842885971,0.07165839523077011,0.0004089756985194981,-0.0010435970034450293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.486992359161377,1.0737392902374268,2.5252187252044678,0.901005744934082,9.158702850341797,4.699500560760498,5.184783458709717
00:00:03:02.049,68,0.0,0.0,0.0,0.0,0.0,0.058384355157613754,-0.0009306540596298873,0.0,0.0,0.0,0.0,0.0,0.05861663818359375,-0.00045737632899545133,0.04230395704507828,-0.00018082618771586567,0.0012752590700984001,0.17553502321243286,0.19092831015586853,0.011582829989492893,0.03541388735175133,0.0095309903845191,0.00042203013435937464,0.05217881500720978,0.050611499696969986,-0.0006388801266439259,0.0008831199957057834,0.035128019750118256,0.0333840474486351,0.09774196892976761,0.05952441692352295,0.05322430655360222,0.06219596043229103,-0.00087030662689358,-0.0008775131427682936,0.0022100112400949,0.00310250511392951,0.19426487386226654,0.1850440949201584,-0.0005779464263468981,-0.0005171644152142107,-0.0009225737885572016,-0.0008233030093833804,0.5996315479278564,0.3867526352405548,0.3870448172092438,0.0008857194916345179,0.07190857082605362,0.07390889525413513,0.0002272614074172452,-0.001071993843652308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4077119827270508,1.000290870666504,2.4833476543426514,0.9722576141357422,8.861419677734375,4.524654865264893,5.8308210372924805
00:00:03:03.066,68,0.0,0.0,0.0,0.0,0.0,0.06195833534002304,-0.00044119975063949823,0.0,0.0,0.0,0.0,0.0,0.06222556158900261,0.00016632609185762703,0.04439869523048401,-0.00016843303455971181,0.0008601794252172112,0.1843699961900711,0.2018815577030182,0.008819897659122944,0.04498651623725891,0.010013044811785221,0.00039651873521506786,0.04283953085541725,0.04319034516811371,-0.0006857070256955922,0.000934682204388082,0.037251055240631104,0.035165347158908844,0.10576633363962173,0.06445246934890747,0.05941353738307953,0.06868375837802887,-0.0009836662793532014,-0.0009099827730096877,0.0019434057176113129,0.002858727006241679,0.205385223031044,0.19612891972064972,-0.000492262770421803,-0.0004997664364054799,-0.0008484167046844959,-0.0008292366401292384,0.6498091816902161,0.4382224678993225,0.43849125504493713,0.000961386424023658,0.0741950049996376,0.0768103078007698,0.00016242466517724097,-0.0011035139905288815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4786895513534546,1.0167664289474487,2.61617374420166,1.015322208404541,8.269746780395508,4.020285606384277,6.59182071685791
00:00:03:05.083,68,0.0,0.0,0.0,0.0,0.0,0.06456433981657028,0.0008709124522283673,0.0,0.0,0.0,0.0,0.0,0.06484740227460861,0.0015126592479646206,0.04656916484236717,-0.00017911642498802394,0.000611076015047729,0.19106046855449677,0.20933173596858978,0.011646046303212643,0.06810393184423447,0.010393703356385231,0.0003536931180860847,0.031225180253386497,0.03232419490814209,-0.0008639997104182839,0.0010104486718773842,0.038134410977363586,0.03583230823278427,0.1093750074505806,0.06565582752227783,0.061988674104213715,0.07247835397720337,-0.0010281307622790337,-0.0009515868150629103,0.001961740665137768,0.0029275158885866404,0.21258670091629028,0.20374801754951477,-0.0005605559563264251,-0.0006026890478096902,-0.0010171282337978482,-0.0009950001258403063,0.6949566602706909,0.48415443301200867,0.4844317138195038,0.0014275435823947191,0.07681524008512497,0.07971864193677902,-1.5147104932111688e-05,-0.001287013990804553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.582519769668579,0.9867926836013794,2.7111830711364746,0.9649389982223511,8.287797927856445,3.7256734371185303,6.761888027191162
00:00:03:06.100,68,0.0,0.0,0.0,0.0,0.0,0.06439731270074844,0.021381361410021782,0.0,0.0,0.0,0.0,0.0,0.06468695402145386,0.02204672060906887,0.046657636761665344,-0.0002477996167726815,0.00020126327581238002,0.20128637552261353,0.21914157271385193,0.029568243771791458,0.10854577273130417,0.010141793638467789,0.0005037799710407853,0.014603721909224987,0.016538085415959358,-0.0008034509373828769,0.0010264584561809897,0.03785984590649605,0.03510775417089462,0.1130257397890091,0.0675184354186058,0.05629773065447807,0.0721006989479065,-0.0010965852998197079,-0.000675843795761466,0.00197174702771008,0.002944453153759241,0.21548473834991455,0.20795661211013794,-0.0007335468544624746,-0.0006262683891691267,-0.0011449968442320824,-0.0011210138909518719,0.7293192148208618,0.521287739276886,0.5215702652931213,0.002356069628149271,0.0794464722275734,0.0828946977853775,-0.00011598863056860864,-0.0012456615222617984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6144018173217773,0.9032943248748779,2.7204248905181885,0.9689931869506836,7.9193949699401855,3.4428579807281494,7.352038860321045
00:00:03:07.116,68,0.0,0.0,0.0,0.0,0.0,0.06358709186315536,0.047670722007751465,0.0,0.0,0.0,0.0,0.0,0.06387379765510559,0.04833284765481949,0.04592277854681015,-0.000302907224977389,0.00029142029234208167,0.2127130627632141,0.22070083022117615,0.08489670604467392,0.16887131333351135,0.009835290722548962,0.0005228954833000898,-0.00016796607815194875,0.000635172997135669,0.008491548709571362,0.010553325526416302,0.03565432131290436,0.032378993928432465,0.11636796593666077,0.07272901386022568,0.04317853972315788,0.06713280081748962,-0.0010301430011168122,-0.0005975781241431832,0.002224466297775507,0.0032349738758057356,0.2242356687784195,0.21682655811309814,-0.0006843706360086799,-0.0009895471157506108,-0.0007599818636663258,-0.0008048649178817868,0.751247227191925,0.5469171404838562,0.547199010848999,0.004103528801351786,0.0837094858288765,0.08732002228498459,-0.00016975202015601099,-0.0009840949205681682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.645155429840088,0.8531687259674072,2.737650156021118,0.9237855672836304,7.238141059875488,3.0805211067199707,8.264246940612793
00:00:03:07.133,68,0.0,0.0,0.0,0.0,0.0,0.06413253396749496,0.08371622115373611,0.0,0.0,0.0,0.0,0.0,0.06448940932750702,0.08444713801145554,0.04655523598194122,-0.0002501553390175104,0.0007023372454568744,0.24828556180000305,0.18009930849075317,0.19094151258468628,0.18232756853103638,0.009909572079777718,0.0006424749153666198,-0.0009606160456314683,0.0005635771085508168,0.047429490834474564,0.04905925318598747,0.03244161605834961,0.029016733169555664,0.12287828326225281,0.0843459814786911,0.02455366589128971,0.05762092024087906,-0.0006480833981186152,-0.0004886614042334259,0.0023136369418352842,0.0032462989911437035,0.259790301322937,0.25104784965515137,-0.0006838735425844789,-0.0011734137078747153,-0.0005254686111584306,-0.0006589038530364633,0.7682980895042419,0.5691102147102356,0.5693768858909607,0.004192946013063192,0.09107280522584915,0.095498226583004,2.5852546968962997e-05,-0.0002460582472849637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7334461212158203,0.8113373517990112,2.771010637283325,0.8876663446426392,6.924935817718506,2.653684616088867,8.829511642456055
00:00:03:08.149,68,0.0,0.0,0.0,0.0,0.0,0.06354311853647232,0.12128275632858276,0.0,0.0,0.0,0.0,0.0,0.06386363506317139,0.12182588875293732,0.060133129358291626,-0.00028571829898282886,0.005378476344048977,0.30394965410232544,0.09332095831632614,0.25302258133888245,0.1013975441455841,0.008994096890091896,0.0007689343183301389,0.0008945326553657651,0.003832497401162982,0.027706438675522804,0.028818972408771515,0.03408003970980644,0.03035261482000351,0.13299183547496796,0.1015750914812088,0.010815325193107128,0.04871685430407524,1.9140727090416476e-05,-0.0012730007292702794,0.0024852859787642956,0.0032824501395225525,0.3753766119480133,0.368213951587677,0.004151221830397844,0.0044541023671627045,-0.0006173288566060364,-0.0006069393712095916,0.7925729155540466,0.5944415330886841,0.5946475863456726,0.0021851651836186647,0.09572965651750565,0.10003156960010529,8.95098564797081e-05,-0.00036674365401268005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8427889347076416,0.7922691106796265,2.9302356243133545,0.8223375082015991,6.961615562438965,2.2882955074310303,8.968417167663574
00:00:03:09.166,68,0.0,0.0,0.0,0.0,0.0,0.06091524288058281,0.13583558797836304,0.0,0.0,0.0,0.0,0.0,0.06126367673277855,0.13636314868927002,0.08806683868169785,-0.00019225999130867422,0.016904307529330254,0.34939247369766235,0.03221537545323372,0.23653262853622437,0.021412696689367294,0.00702135544270277,0.0006124854553490877,0.039125990122556686,0.05190891772508621,0.002638324862346053,0.004587509203702211,0.03901908919215202,0.03490082174539566,0.15168973803520203,0.12542763352394104,0.00407053017988801,0.041000012308359146,0.0003074239648412913,-0.0012449626810848713,0.002452466869726777,0.003239718033000827,0.5374076962471008,0.5351699590682983,0.037092603743076324,0.039445165544748306,-0.00035463215317577124,-0.0004134614719077945,0.8037267923355103,0.618830144405365,0.6189523339271545,0.001183200627565384,0.09558690339326859,0.09994664788246155,4.426322993822396e-05,-0.00021231069695204496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9618114233016968,0.7462330460548401,3.0133779048919678,0.8199154138565063,6.563845634460449,2.00370454788208,9.620930671691895
00:00:03:10.183,68,0.0,0.0,0.0,0.0,0.0,0.05754603073000908,0.1241496205329895,0.0,0.0,0.0,0.0,0.0,0.05788604915142059,0.12457960098981857,0.1078011617064476,-0.0002466833684593439,0.025493167340755463,0.3502885401248932,0.008405222557485104,0.1990193873643875,0.0011428717989474535,0.005692749749869108,0.0005269611137919128,0.12116124480962753,0.1344919502735138,-0.0006419616984203458,0.0010157600045204163,0.04525379091501236,0.04092782363295555,0.16384266316890717,0.13996760547161102,0.0018843859434127808,0.03396869823336601,0.00035894024767912924,-0.0011820488143712282,0.002072212053462863,0.002848532749339938,0.6221888065338135,0.6225321292877197,0.0739845260977745,0.07729887217283249,-0.00044160784455016255,-0.000440779491327703,0.7987279295921326,0.6311771273612976,0.6312833428382874,0.0007803995977155864,0.09731204807758331,0.10096034407615662,-0.00019630887254606932,0.00021735564223490655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.091714859008789,0.7625684142112732,3.35764479637146,0.805864691734314,7.122036457061768,1.9189538955688477,8.736039161682129
00:00:03:12.200,68,0.0,0.0,0.0,0.0,0.0,0.054841943085193634,0.08713208884000778,0.0,0.0,0.0,0.0,0.0,0.05511542409658432,0.08739665895700455,0.11621278524398804,-0.0002505822340026498,0.03360029682517052,0.30549004673957825,0.001107260468415916,0.1598273366689682,0.0004608611052390188,0.00536296796053648,0.00036077562253922224,0.19862020015716553,0.20825645327568054,-0.0005525603774003685,0.000888094597030431,0.04860273748636246,0.04487159848213196,0.15423665940761566,0.13280968368053436,0.0009770503966137767,0.02756359800696373,0.00010004688374465331,-0.0011336158495396376,0.0016713417135179043,0.002494832966476679,0.6427919268608093,0.6459750533103943,0.10964757204055786,0.11144610494375229,-0.00045987367047928274,-0.0003612531581893563,0.7794524431228638,0.6285603046417236,0.6286828517913818,0.0005756883765570819,0.10489507764577866,0.10686003416776657,-0.00021706082043237984,0.0012121935142204165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2207725048065186,0.7838590145111084,3.606282949447632,0.8071951866149902,8.389434814453125,1.9314708709716797,6.991356372833252
00:00:03:13.216,68,0.0,0.0,0.0,0.0,0.0,0.053319722414016724,0.05549924075603485,0.0,0.0,0.0,0.0,0.0,0.053580254316329956,0.05576840043067932,0.11175921559333801,-0.00032209360506385565,0.03968857228755951,0.24168525636196136,0.0007957343477755785,0.1274631917476654,0.0003221543156541884,0.004792336840182543,0.0003052160027436912,0.2556845247745514,0.2580896317958832,-0.0005020700627937913,0.0007541600498370826,0.0492715984582901,0.046452950686216354,0.14242573082447052,0.1262722909450531,0.0007465463713742793,0.023136286064982414,-7.098144851624966e-05,-0.0008059071260504425,0.0017120807897299528,0.0025220357347279787,0.6161164045333862,0.6212657690048218,0.13900427520275116,0.13920269906520844,-0.0005134352250024676,-0.000385378603823483,0.732954740524292,0.5994421243667603,0.5996023416519165,0.0004506574186962098,0.11162280291318893,0.1133890450000763,0.0031799646094441414,0.009869757108390331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1958413124084473,0.7890722155570984,3.871415138244629,0.794633686542511,9.215598106384277,1.9766366481781006,5.786259174346924
00:00:03:14.233,68,0.0,0.0,0.0,0.0,0.0,0.05031340569257736,0.04193486273288727,0.0,0.0,0.0,0.0,0.0,0.05052855983376503,0.04217095673084259,0.10173247009515762,-0.0003513151023071259,0.04331333190202713,0.18536676466464996,0.0006485573248937726,0.10986872017383575,0.00024085021868813783,0.0046960050240159035,0.00025315440143458545,0.2820280194282532,0.2777724862098694,-0.0003697991487570107,0.0005426924908533692,0.04793570190668106,0.045504938811063766,0.13731573522090912,0.12550947070121765,0.000655400799587369,0.01894567534327507,-0.0002356679324293509,5.11018188262824e-05,0.0018265146063640714,0.0026297373697161674,0.5677385926246643,0.5736686587333679,0.16170400381088257,0.16024820506572723,-0.00031321917776949704,-0.0001683899317868054,0.6790001392364502,0.5632704496383667,0.5634640455245972,0.00031370160286314785,0.11390263587236404,0.11490035802125931,0.009240406565368176,0.018909072503447533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1936757564544678,0.7977655529975891,3.9210917949676514,0.7861304879188538,9.473109245300293,2.093977689743042,5.267849445343018
00:00:03:14.250,68,0.0,0.0,0.0,0.0,0.0,0.046677909791469574,0.05056557059288025,0.0,0.0,0.0,0.0,0.0,0.04682166501879692,0.05074182525277138,0.08576397597789764,-0.00040664413245394826,0.04502114653587341,0.14067140221595764,0.0004662437131628394,0.11105706542730331,0.00020081191905774176,0.004441510885953903,8.808525308268145e-05,0.2820984423160553,0.27219492197036743,-0.00028800341533496976,0.00029481775709427893,0.04412764683365822,0.0418834313750267,0.12682734429836273,0.11926685273647308,0.0004020940978080034,0.015176649205386639,-0.0002694434660952538,0.00139629899058491,0.0018112367251887918,0.002551882527768612,0.5077314376831055,0.5138269066810608,0.17735224962234497,0.1743990182876587,0.000981994322501123,0.0011024752166122198,0.6300085186958313,0.518021821975708,0.5182228088378906,0.00030772871105000377,0.11099744588136673,0.11118004471063614,0.014514490030705929,0.025288067758083344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.212005615234375,0.7947176694869995,3.925021171569824,0.8174651861190796,9.662768363952637,2.3025333881378174,4.971004009246826
